v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,,,
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",,,
ham,ÌÏ only send me the contents page...,,,
ham,"Looks like you found something to do other than smoke, great job!",,,
ham,Watching tv now. I got new job :),,,
ham,Are you sure you don't mean \get here," we made you hold all the weed\""""",,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",,,
ham,No problem. We will be spending a lot of quality time together...,,,
ham,Wife.how she knew the time of murder exactly,,,
ham,No message..no responce..what happend?,,,
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,,,
ham,happened here while you were adventuring,,,
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,,,
ham,Were gonna go get some tacos,,,
spam,Filthy stories and GIRLS waiting for your,,,
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,,,
ham,Carlos says we can pick up from him later so yeah we're set,,,
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
ham,Yar else i'll thk of all sorts of funny things.,,,
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,,,
ham,Lol they were mad at first but then they woke up and gave in.,,,
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,,,
ham,Wat r u doing?,,,
ham,It took Mr owl 3 licks,,,
ham,Gudnite....tc...practice going on,,,
ham,Whats the staff name who is taking class for us?,,,
ham,Try to do something dear. You read something for exams,,,
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"," PO Box 1146 MK45 2WT (2/3)""",,
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,,,
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",,,
ham,So lets make it saturday or monday as per convenience.,,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,Ok...,,,
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,,,
ham,That's significant but dont worry.,,,
ham,Genius what's up. How your brother. Pls send his number to my skype.,,,
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,,,
ham,Ding me on ya break fassyole! Blacko from londn,,,
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,,,
ham,K..k.:)congratulation ..,,,
ham,Are you wet right now?,,,
ham,I'm really sorry I lit your hair on fire,,,
ham,"Hi this is yijue, can i meet u at 11 tmr?",,,
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,,,
ham,Wat Ì_ doing now?,,,
ham,Oi when you gonna ring,,,
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,,,
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,,,
ham,Hi dude hw r u da realy mising u today,,,
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",,,
ham,"Merry Christmas to you too babe, i love ya *kisses*",,,
ham,Hey whats up? U sleeping all morning?,,,
ham,Please sen :)my kind advice :-)please come here and try:-),,,
ham,Oh k:)after that placement there ah?,,,
ham,"Don't worry, * is easy once have ingredients!",,,
ham,TELL HER I SAID EAT SHIT.,,,
ham,Send me your id and password,,,
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,,,
ham,Hows the champ just leaving glasgow!,,,
ham,No da..today also i forgot..,,,
ham,Then she buying today? ÌÏ no need to c meh...,,,
ham,If I get there before you after your ten billion calls and texts so help me god,,,
ham,Thats cool. How was your day?,,,
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",,,
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
ham,"It's ok, at least armand's still around",,,
ham,Dear got bus directly to calicut,,,
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,,,
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",,,
ham,And I don't plan on staying the night but I prolly won't be back til late,,,
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,,,
ham,Its sarcasm.. .nt scarcasim,,,
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,
ham,"Some friends want me to drive em someplace, probably take a while",,,
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,
ham,"Not for possession, especially not first offense",,,
ham,No did you check? I got his detailed message now,,,
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,,,
ham,Is avatar supposed to have subtoitles,,,
ham,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,,,
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,,,
ham,Pick you up bout 7.30ish? What time are  and that going?,,,
ham,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,,,
ham,No pic. Please re-send.,,,
ham,Yes. Rent is very expensive so its the way we save.,,,
ham,"Sorry, I'll call later",,,
ham,"Hey babe, my friend had to cancel, still up for a visit ?",,,
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,,,
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,,,
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",,,
ham,"IÛ÷ll leave around four, ok?",,,
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,,,
ham,i want to grasp your pretty booty :),,,
ham,If we win its really no 1 side for long time.,,,
ham,U sick still can go shopping?,,,
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),,,
ham,", ow u dey.i paid 60,400thousad.i told  u would call . ",,,
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",,,
ham,"Hiya, had a good day? Have you spoken to since the weekend?",,,
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",,,
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,,,
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
ham,Pls come quick cant bare this.,,,
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,,,
ham,Then any special there?,,,
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,,,
ham,aathi..where are you dear..,,,
ham,Reckon need to be in town by eightish to walk from * carpark.,,,
ham,Yes princess! I want to make you happy...,,,
ham,Thanks for picking up the trash.,,,
ham,I have no money 4 steve mate! !,,,
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.",,,
ham,Well boy am I glad G wasted all night at applebees for nothing,,,
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",,,
ham,We confirm eating at esplanade?,,,
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",,,
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,,,
ham,I am sorry it hurt you.,,,
ham,No dear i was sleeping :-P,,,
ham,Good morning princess! Happy New Year!,,,
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
ham,Hey mr whats the name of that bill brison book the one about language and words ,,,
ham,Its too late:)but its k.wish you the same.,,,
ham,Sat right? Okay thanks... ,,,
ham,How much would it cost to hire a hitman,,,
ham,Quite late lar... Ard 12 anyway i wun b drivin...,,,
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,,,
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,,,
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,,,
ham,Okie,,,
ham,Prakesh is there know.,,,
ham,Also where's the piece,,,
ham,Once free call me sir.,,,
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,,,
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,,,
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,,,
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",,,
ham,Hey they r not watching movie tonight so i'll prob b home early...,,,
ham,I'm e person who's doing e sms survey...,,,
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",,,
ham,Thts god's gift for birds as humans hav some natural gift frm god..,,,
ham,Huh? 6 also cannot? Then only how many mistakes?,,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,,,
ham,Come by our room at some point so we can iron out the plan for this weekend,,,
ham,I donno if they are scorable,,,
ham,Si si. I think ill go make those oreo truffles.,,,
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,
ham,Lol well don't do it without me. We could have a big sale together.,,,
ham,Do Ì_ noe if ben is going?,,,
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,,,
ham,"Me not waking up until 4 in the afternoon, sup",,,
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,,,
ham,Its good to hear from you,,,
ham,Dear reached railway. What happen to you,,,
ham,"Sorry,in meeting I'll call later",,,
ham,Call me when you get the chance plz &lt;3,,,
ham,Yeah we do totes. When u wanna?,,,
ham,"sorry, no, have got few things to do. may be in pub later.",,,
ham,Meet after lunch la...,,,
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),,,
ham,Ya had just now.onion roast.,,,
ham,Thank you princess! I want to see your nice juicy booty...,,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,,,
ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,Yup i'm elaborating on the safety aspects and some other issues..,,,
ham,Convey my regards to him,,,
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),,,
